Company: ,Alphabet Inc. Class A 
Date,Open,High,Low,Close,Prediction,Earning
2020-10-14,1574.599976,1583.849976,1545.900024,1563.439941,N/A	,0.000000
2020-10-15,1544.500000,1571.400024,1541.130005,1555.469971,N/A	,0.000000
2020-10-16,1561.829956,1577.709961,1557.660034,1567.699951,N/A	,0.000000
2020-10-19,1575.930054,1583.930054,1522.920044,1529.949951,N/A	,0.000000
2020-10-20,1523.109985,1573.839966,1520.500000,1551.079956,N/A	,0.000000
2020-10-21,1569.849976,1615.140015,1567.140015,1585.989990,N/A	,0.000000
2020-10-22,1585.000000,1613.420044,1577.479980,1606.660034,N/A	,0.000000
2020-10-23,1615.050049,1634.119995,1611.910034,1632.979980,N/A	,0.000000
2020-10-26,1615.000000,1629.579956,1567.780029,1584.290039,N/A	,0.000000
2020-10-27,1588.930054,1602.000000,1576.989990,1598.880005,N/A	,0.000000
2020-10-28,1550.010010,1553.810059,1508.479980,1510.800049,N/A	,0.000000
2020-10-29,1517.020020,1588.739990,1516.550049,1556.880005,N/A	,0.000000
2020-10-30,1667.439941,1681.319946,1601.569946,1616.109985,N/A	,0.000000
2020-11-02,1623.540039,1658.239990,1614.239990,1624.319946,N/A	,0.000000
2020-11-03,1630.760010,1659.000000,1612.109985,1645.660034,N/A	,0.000000
2020-11-04,1705.579956,1770.030029,1703.000000,1745.849976,N/A	,0.000000
2020-11-05,1770.449951,1791.819946,1741.030029,1762.500000,N/A	,0.000000
2020-11-06,1751.339966,1768.500000,1736.680054,1759.729980,N/A	,0.000000
2020-11-09,1795.979980,1816.890015,1757.550049,1761.420044,N/A	,0.000000
2020-11-10,1729.770020,1759.380005,1716.119995,1737.719971,N/A	,0.000000
2020-11-11,1748.400024,1762.900024,1743.060059,1747.229980,N/A	,0.000000
2020-11-12,1742.000000,1764.979980,1737.969971,1742.819946,N/A	,0.000000
2020-11-13,1748.000000,1777.130005,1735.979980,1772.260010,N/A	,0.000000
2020-11-16,1764.140015,1794.339966,1761.329956,1774.030029,N/A	,0.000000
2020-11-17,1767.859985,1777.140015,1759.489990,1761.660034,N/A	,0.000000
2020-11-18,1756.640015,1765.000000,1738.569946,1740.640015,N/A	,0.000000
2020-11-19,1733.229980,1763.489990,1730.020020,1758.569946,N/A	,0.000000
2020-11-20,1762.000000,1768.359985,1735.000000,1736.380005,N/A	,0.000000
2020-11-23,1740.219971,1745.989990,1710.180054,1727.560059,N/A	,0.000000
2020-11-24,1727.500000,1766.479980,1720.729980,1763.900024,N/A	,0.000000
2020-11-25,1767.810059,1770.380005,1748.359985,1764.130005,N/A	,0.000000
2020-11-27,1764.540039,1797.010010,1764.540039,1787.020020,N/A	,0.000000
2020-11-30,1775.650024,1780.339966,1747.839966,1754.400024,N/A	,0.000000
2020-12-01,1766.660034,1821.719971,1763.030029,1795.359985,N/A	,0.000000
2020-12-02,1795.359985,1832.739990,1785.170044,1824.969971,N/A	,0.000000
2020-12-03,1820.540039,1843.829956,1817.000000,1821.839966,N/A	,0.000000
2020-12-04,1820.219971,1829.500000,1813.589966,1823.760010,N/A	,0.000000
2020-12-07,1815.550049,1829.290039,1803.040039,1817.030029,N/A	,0.000000
2020-12-08,1808.520020,1815.969971,1791.280029,1811.329956,N/A	,0.000000
2020-12-09,1810.359985,1828.369995,1762.000000,1777.859985,N/A	,0.000000
2020-12-10,1762.599976,1774.989990,1733.530029,1767.650024,N/A	,0.000000
2020-12-11,1760.000000,1777.310059,1752.739990,1774.800049,N/A	,0.000000
2020-12-14,1770.719971,1789.800049,1749.130005,1752.260010,N/A	,0.000000
2020-12-15,1759.859985,1764.000000,1741.670044,1761.079956,N/A	,0.000000
2020-12-16,1769.109985,1769.109985,1749.060059,1757.189941,N/A	,0.000000
2020-12-17,1763.930054,1766.709961,1731.150024,1740.510010,N/A	,0.000000
2020-12-18,1746.170044,1748.359985,1715.000000,1726.219971,N/A	,0.000000
2020-12-21,1709.130005,1737.000000,1694.000000,1734.560059,N/A	,0.000000
2020-12-22,1729.329956,1732.609985,1705.780029,1720.219971,N/A	,0.000000
2020-12-23,1723.930054,1744.109985,1721.199951,1728.229980,N/A	,0.000000
2020-12-24,1729.000000,1742.410034,1724.349976,1734.160034,N/A	,0.000000
2020-12-28,1744.910034,1787.000000,1741.819946,1773.959961,N/A	,0.000000
2020-12-29,1787.229980,1788.469971,1755.109985,1757.760010,N/A	,0.000000
2020-12-30,1765.000000,1767.760010,1728.000000,1736.250000,N/A	,0.000000
2020-12-31,1737.270020,1757.500000,1736.089966,1752.640015,N/A	,0.000000
2021-01-04,1760.000000,1762.489990,1707.140015,1726.130005,N/A	,0.000000
2021-01-05,1725.089966,1746.829956,1716.900024,1740.050049,N/A	,0.000000
2021-01-06,1700.260010,1743.969971,1696.099976,1722.880005,N/A	,0.000000
2021-01-07,1726.760010,1777.819946,1726.760010,1774.339966,N/A	,0.000000
2021-01-08,1777.160034,1799.359985,1761.219971,1797.829956,N/A	,0.000000
2021-01-11,1777.020020,1784.380005,1752.140015,1756.290039,N/A	,0.000000
2021-01-12,1745.359985,1767.900024,1716.380005,1737.430054,N/A	,0.000000
2021-01-13,1727.319946,1756.390015,1727.319946,1747.250000,N/A	,0.000000
2021-01-14,1748.869995,1767.550049,1726.069946,1730.920044,N/A	,0.000000
2021-01-15,1729.020020,1747.619995,1711.709961,1727.619995,N/A	,0.000000
2021-01-19,1743.000000,1803.839966,1732.829956,1784.469971,N/A	,0.000000
2021-01-20,1826.369995,1899.719971,1819.510010,1880.069946,N/A	,0.000000
2021-01-21,1893.650024,1932.079956,1879.410034,1884.150024,N/A	,0.000000
2021-01-22,1891.459961,1904.390015,1876.500000,1892.560059,N/A	,0.000000
2021-01-25,1912.739990,1921.819946,1859.160034,1894.280029,N/A	,0.000000
2021-01-26,1885.989990,1915.750000,1876.130005,1907.949951,N/A	,0.000000
2021-01-27,1874.910034,1880.469971,1797.280029,1818.939941,N/A	,0.000000
2021-01-28,1831.000000,1887.989990,1831.000000,1853.199951,N/A	,0.000000
2021-01-29,1834.020020,1847.540039,1801.560059,1827.359985,N/A	,0.000000
2021-02-01,1844.589966,1915.540039,1844.589966,1893.069946,N/A	,0.000000
2021-02-02,1913.130005,1949.369995,1906.369995,1919.119995,N/A	,0.000000
2021-02-03,2065.610107,2106.620117,2013.550049,2058.879883,N/A	,0.000000
2021-02-04,2060.620117,2069.300049,2035.099976,2053.629883,N/A	,0.000000
2021-02-05,2059.560059,2095.939941,2050.000000,2088.830078,N/A	,0.000000
2021-02-08,2100.000000,2115.000000,2063.350098,2084.520020,N/A	,0.000000
2021-02-09,2074.800049,2098.510010,2070.000000,2075.389893,N/A	,0.000000
2021-02-10,2083.139893,2098.879883,2052.239990,2086.479980,N/A	,0.000000
2021-02-11,2091.000000,2094.000000,2068.860107,2088.750000,N/A	,0.000000
2021-02-12,2079.770020,2099.500000,2073.570068,2095.030029,N/A	,0.000000
2021-02-16,2091.750000,2145.139893,2091.750000,2110.699951,N/A	,0.000000
2021-02-17,2093.979980,2122.439941,2088.350098,2118.620117,N/A	,0.000000
2021-02-18,2105.000000,2121.989990,2093.330078,2105.810059,N/A	,0.000000
2021-02-19,2107.790039,2118.580078,2083.429932,2088.810059,N/A	,0.000000
2021-02-22,2053.600098,2080.330078,2048.000000,2054.260010,N/A	,0.000000
2021-02-23,2013.989990,2072.500000,1990.229980,2060.120117,N/A	,0.000000
2021-02-24,2030.040039,2088.320068,2027.530029,2083.810059,N/A	,0.000000
2021-02-25,2055.929932,2083.000000,2006.489990,2015.949951,N/A	,0.000000
2021-02-26,2029.949951,2056.520020,2001.010010,2021.910034,N/A	,0.000000
2021-03-01,2048.000000,2076.229980,2034.420044,2069.659912,N/A	,0.000000
2021-03-02,2064.840088,2094.739990,2056.669922,2064.479980,N/A	,0.000000
