Company: ,Intel Corporation 
Date,Open,High,Low,Close,Prediction,Earning
2020-10-19,54.470001,56.230000,53.840000,54.580002,N/A	,0.000000
2020-10-20,54.599998,54.700001,53.270000,53.430000,N/A	,0.000000
2020-10-21,53.139999,54.070000,52.820000,53.500000,N/A	,0.000000
2020-10-22,53.119999,54.220001,53.070000,53.900002,N/A	,0.000000
2020-10-23,48.349998,48.669998,47.660000,48.200001,N/A	,0.000000
2020-10-26,47.849998,47.860001,46.250000,46.720001,N/A	,0.000000
2020-10-27,45.980000,46.410000,45.360001,45.639999,N/A	,0.000000
2020-10-28,44.889999,45.290001,44.200001,44.250000,N/A	,0.000000
2020-10-29,44.240002,44.470001,43.919998,44.110001,N/A	,0.000000
2020-10-30,44.099998,44.799999,43.610001,44.279999,1.189998,408.165551
2020-11-02,44.959999,45.060001,44.240002,44.459999,N/A	,408.165551
2020-11-03,44.730000,45.459999,44.700001,44.849998,N/A	,408.165551
2020-11-04,45.110001,46.150002,44.779999,45.700001,N/A	,408.165551
2020-11-05,46.150002,46.380001,45.529999,45.680000,N/A	,408.165551
2020-11-06,45.540001,45.799999,44.900002,45.389999,N/A	,408.165551
2020-11-09,46.639999,47.349998,45.540001,45.599998,N/A	,408.165551
2020-11-10,45.400002,46.480000,45.250000,45.439999,N/A	,408.165551
2020-11-11,45.900002,46.459999,45.860001,46.349998,N/A	,408.165551
2020-11-12,46.130001,46.189999,44.549999,44.950001,N/A	,408.165551
2020-11-13,44.990002,45.580002,44.970001,45.459999,N/A	,408.165551
2020-11-16,46.040001,46.750000,45.790001,46.189999,N/A	,408.165551
2020-11-17,45.750000,46.119999,45.410000,45.529999,N/A	,408.165551
2020-11-18,45.549999,45.689999,45.040001,45.060001,N/A	,408.165551
2020-11-19,44.919998,45.669998,44.700001,45.619999,N/A	,408.165551
2020-11-20,45.660000,45.880001,45.330002,45.389999,N/A	,408.165551
2020-11-23,45.480000,46.209999,45.450001,46.060001,N/A	,408.165551
2020-11-24,46.290001,47.299999,46.009998,47.009998,N/A	,408.165551
2020-11-25,47.029999,47.180000,46.570000,47.049999,N/A	,408.165551
2020-11-27,47.360001,48.099998,47.360001,47.450001,N/A	,408.165551
2020-11-30,47.419998,48.500000,47.270000,48.349998,N/A	,408.165551
2020-12-01,48.750000,50.230000,48.709999,49.560001,N/A	,408.165551
2020-12-02,49.220001,50.060001,49.180000,49.900002,N/A	,408.165551
2020-12-03,49.919998,51.110001,49.779999,50.990002,N/A	,408.165551
2020-12-04,51.060001,52.650002,51.000000,51.990002,N/A	,408.165551
2020-12-07,51.000000,51.290001,49.560001,50.200001,N/A	,408.165551
2020-12-08,49.830002,50.720001,49.810001,50.689999,N/A	,408.165551
2020-12-09,50.279999,50.840000,49.730000,50.070000,N/A	,408.165551
2020-12-10,49.660000,50.720001,49.590000,50.259998,N/A	,408.165551
2020-12-11,50.139999,50.139999,49.119999,49.730000,N/A	,408.165551
2020-12-14,49.820000,51.340000,49.740002,50.470001,N/A	,408.165551
2020-12-15,50.980000,51.009998,50.209999,50.669998,N/A	,408.165551
2020-12-16,50.709999,51.459999,50.680000,51.119999,N/A	,408.165551
2020-12-17,51.150002,51.320000,50.220001,50.650002,N/A	,408.165551
2020-12-18,50.570000,50.680000,47.110001,47.459999,N/A	,408.165551
2020-12-21,46.320000,46.450001,45.240002,46.360001,N/A	,408.165551
2020-12-22,46.250000,46.340000,45.770000,46.169998,N/A	,408.165551
2020-12-23,46.169998,47.029999,46.070000,46.570000,N/A	,408.165551
2020-12-24,46.599998,47.090000,46.340000,47.070000,N/A	,408.165551
2020-12-28,47.189999,47.639999,46.860001,47.070000,N/A	,408.165551
2020-12-29,47.220001,50.669998,46.490002,49.389999,N/A	,408.165551
2020-12-30,49.110001,49.189999,48.560001,48.750000,N/A	,408.165551
2020-12-31,48.750000,50.189999,48.720001,49.820000,N/A	,408.165551
2021-01-04,49.889999,51.389999,49.400002,49.669998,N/A	,408.165551
2021-01-05,49.450001,50.830002,49.330002,50.610001,N/A	,408.165551
2021-01-06,50.439999,52.150002,50.200001,51.099998,N/A	,408.165551
2021-01-07,51.490002,52.689999,51.299999,52.189999,N/A	,408.165551
2021-01-08,52.450001,52.529999,51.270000,51.650002,N/A	,408.165551
2021-01-11,51.290001,52.240002,51.250000,51.540001,N/A	,408.165551
2021-01-12,51.900002,53.849998,51.560001,53.240002,N/A	,408.165551
2021-01-13,59.500000,60.250000,56.900002,56.950001,N/A	,408.165551
2021-01-14,58.450001,60.139999,57.840000,59.250000,N/A	,408.165551
2021-01-15,58.849998,59.650002,57.500000,57.580002,N/A	,408.165551
2021-01-19,57.939999,58.340000,57.099998,57.990002,N/A	,408.165551
2021-01-20,58.240002,59.220001,58.090000,58.669998,N/A	,408.165551
